send	data	#1,	winSize = 1
send	data	#962,	winSize = 4
recv	ack	#957,	sack	#960
send	data	#963,	winSize = 4
recv	ack	#957,	sack	#961
send	data	#964,	winSize = 4
recv	ack	#957,	sack	#957
recv	ack	#957,	sack	#963
send	data	#965,	winSize = 4
recv	ack	#957,	sack	#964
send	data	#966,	winSize = 4
recv	ack	#957,	sack	#965
send	data	#967,	winSize = 4
time	out,	threshold = 2,	winSize = 4
resnd	data	#958,	winSize = 1
recv	ack	#961,	sack	#958
resnd	data	#962,	winSize = 2
resnd	data	#966,	winSize = 2
recv	ack	#965,	sack	#962
resnd	data	#967,	winSize = 2
recv	ack	#966,	sack	#966
send	data	#968,	winSize = 3
send	data	#969,	winSize = 3
recv	ack	#966,	sack	#966
time	out,	threshold = 2,	winSize = 3
resnd	data	#967,	winSize = 1
recv	ack	#967,	sack	#967
resnd	data	#968,	winSize = 2
resnd	data	#969,	winSize = 2
recv	ack	#968,	sack	#968
send	data	#970,	winSize = 2
recv	ack	#969,	sack	#969
send	data	#971,	winSize = 3
send	data	#972,	winSize = 3
recv	ack	#970,	sack	#970
send	data	#973,	winSize = 3
recv	ack	#971,	sack	#971
send	data	#974,	winSize = 3
recv	ack	#971,	sack	#971
recv	ack	#971,	sack	#973
send	data	#975,	winSize = 3
recv	ack	#971,	sack	#975
send	data	#976,	winSize = 3
resnd	data	#972,	winSize = 3
recv	ack	#971,	sack	#971
recv	ack	#973,	sack	#972
send	data	#977,	winSize = 4
send	data	#978,	winSize = 4
recv	ack	#973,	sack	#977
send	data	#979,	winSize = 4
recv	ack	#973,	sack	#978
send	data	#980,	winSize = 4
recv	ack	#973,	sack	#979
send	data	#981,	winSize = 4
recv	ack	#973,	sack	#980
send	data	#982,	winSize = 4
recv	ack	#973,	sack	#973
recv	ack	#973,	sack	#982
send	data	#983,	winSize = 4
recv	ack	#973,	sack	#983
send	data	#984,	winSize = 4
recv	ack	#973,	sack	#984
send	data	#985,	winSize = 4
recv	ack	#973,	sack	#985
send	data	#986,	winSize = 4
recv	ack	#973,	sack	#986
send	data	#987,	winSize = 4
recv	ack	#973,	sack	#987
send	data	#988,	winSize = 4
recv	ack	#973,	sack	#988
send	data	#989,	winSize = 4
recv	ack	#973,	sack	#989
send	data	#990,	winSize = 4
time	out,	threshold = 1,	winSize = 4
resnd	data	#974,	winSize = 1
recv	ack	#975,	sack	#974
resnd	data	#976,	winSize = 2
resnd	data	#981,	winSize = 2
recv	ack	#980,	sack	#976
resnd	data	#990,	winSize = 2
recv	ack	#989,	sack	#981
send	data	#991,	winSize = 3
send	data	#992,	winSize = 3
recv	ack	#990,	sack	#990
send	data	#993,	winSize = 3
recv	ack	#991,	sack	#991
send	data	#994,	winSize = 3
recv	ack	#991,	sack	#991
recv	ack	#991,	sack	#994
send	data	#995,	winSize = 3
recv	ack	#991,	sack	#991
resnd	data	#992,	winSize = 3
recv	ack	#992,	sack	#992
send	data	#996,	winSize = 4
send	data	#997,	winSize = 4
recv	ack	#992,	sack	#997
send	data	#998,	winSize = 4
recv	ack	#992,	sack	#998
send	data	#999,	winSize = 4
recv	ack	#992,	sack	#992
time	out,	threshold = 2,	winSize = 4
resnd	data	#993,	winSize = 1
recv	ack	#994,	sack	#993
resnd	data	#995,	winSize = 2
resnd	data	#996,	winSize = 2
recv	ack	#995,	sack	#995
resnd	data	#999,	winSize = 2
recv	ack	#998,	sack	#996
send	data	#1000,	winSize = 3
send	data	#1001,	winSize = 3
recv	ack	#999,	sack	#999
send	data	#1002,	winSize = 3
recv	ack	#999,	sack	#1002
send	data	#1003,	winSize = 3
recv	ack	#999,	sack	#1003
send	data	#1004,	winSize = 3
recv	ack	#999,	sack	#999
resnd	data	#1000,	winSize = 3
recv	ack	#1000,	sack	#1000
send	data	#1005,	winSize = 3
recv	ack	#1000,	sack	#1005
send	data	#1006,	winSize = 3
recv	ack	#1000,	sack	#1006
send	data	#1007,	winSize = 3
recv	ack	#1000,	sack	#1007
send	data	#1008,	winSize = 3
recv	ack	#1000,	sack	#1008
send	data	#1009,	winSize = 3
recv	ack	#1000,	sack	#1009
send	data	#1010,	winSize = 3
recv	ack	#1000,	sack	#1010
send	data	#1011,	winSize = 3
recv	ack	#1000,	sack	#1011
send	data	#1012,	winSize = 3
recv	ack	#1000,	sack	#1012
send	data	#1013,	winSize = 3
time	out,	threshold = 2,	winSize = 3
resnd	data	#1001,	winSize = 1
recv	ack	#1003,	sack	#1001
resnd	data	#1004,	winSize = 2
resnd	data	#1013,	winSize = 2
recv	ack	#1012,	sack	#1004
send	data	#1014,	winSize = 2
recv	ack	#1013,	sack	#1013
send	data	#1015,	winSize = 3
send	data	#1016,	winSize = 3
recv	ack	#1014,	sack	#1014
send	data	#1017,	winSize = 3
recv	ack	#1014,	sack	#1016
send	data	#1018,	winSize = 3
recv	ack	#1014,	sack	#1017
send	data	#1019,	winSize = 3
recv	ack	#1014,	sack	#1018
send	data	#1020,	winSize = 3
resnd	data	#1015,	winSize = 3
recv	ack	#1018,	sack	#1015
send	data	#1021,	winSize = 3
time	out,	threshold = 1,	winSize = 3
resnd	data	#1019,	winSize = 1
recv	ack	#1019,	sack	#1019
resnd	data	#1020,	winSize = 2
resnd	data	#1021,	winSize = 2
recv	ack	#1020,	sack	#1020
send	data	#1022,	winSize = 2
recv	ack	#1021,	sack	#1021
send	data	#1023,	winSize = 3
send	data	#1024,	winSize = 3
recv	ack	#1022,	sack	#1022
recv	ack	#1023,	sack	#1023
recv	ack	#1024,	sack	#1024
send	fin
recv	finack
